model_name,series,year_model,product_status,top_wood,back_sides_wood,shape,neck,pickup_eq,bracing,bridge,fingerboard,nut_saddle,tuner,strings,inlays,top_color,back_sides_color,headstock_facia,bridge_pins,neck_meets_body,num_frets,overall_length_mm,body_width_mm,body_depth_heel_mm,body_depth_base_mm,scale_mm,scale_inches,nut_width_mm,nut_width_inches,binding,purfling,armrest,body_finish,headstock_plate,neck_joint,case_bag,primary_image_url,source_url
yairi-fym70ce,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs VTC Element System,Hand Carved FTS2,Ebony Direct Coupled,Ebony with 12th AA Fret Inlay,Real Bone / Tusq™,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1017,386,85,107,635,25,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/FYM70CE-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-fym70ce/
gy70ce-shadowburst,Artist Elite Series,2024,archived,Solid AA Sitka Spruce,East Indian Rosewood,,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro Bronze,FST2,Rosewood Direct Coupled,Rosewood/12th Fret Inlay,Bone,Gotoh Chrome,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Shadowburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2023/12/GY70ce_Shadowburst_Left_3-4-1.png,https://alvarezguitars.com/guitar/gy70ce-shadowburst/
dym70ceshb,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs VTC Element System,Hand Carved FTS6,Ebony Direct Coupled,Ebony / 12th Fret Inlay,Real Bone,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Shadowburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/DYM70CESHB-Left-3-4.jpg,https://alvarezguitars.com/guitar/dym70ceshb/
md60ceshb,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid African Mahogany,Dreadnought w/ Cutaway,"Mahogany, 50/50 Semi gloss finish",LR Baggs VTC Element System,FS6 Bracing System w/Asymmetric Tonebars,Bi-Level Rosewood,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Open Gear Chrome,D’Addario XT Light,Mother of Pearl,,,,Ebony,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2022/04/MD60CESHB_Front_Left_3_4.jpg,https://alvarezguitars.com/guitar/md60ceshb/
jym80ce,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid Flamed Maple,Jumbo,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs VTC Element System,Hand Carved FTS2,Ebony Direct Coupled,Ebony / 12th Fret Inlay,Real Bone / Tusq™,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1050,435,100,118,648,25 1/2,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/JYM80CE-Left-3-4.jpg,https://alvarezguitars.com/guitar/jym80ce/
mda66shb,Artist Elite Series,,archived,Solid African Mahogany,Solid African Mahogany,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish",,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Die Cast Gold w/Ebony Buttons,D’Addario EXP,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Acacia,1.5mm Paua Abalone,,Shadowburst/Gloss,Rosewood,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/MDA66SHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/mda66shb/
lje95cearshb,Artist Elite Series,,archived,Solid AA Western Red Cedar,Macassar Ebony,Travel,"Mahogany, 50/50 Semi gloss finish",LR Baggs VTC Element System,FS6 Bracing System w/Asymmetric Tonebars,Bi-Level Indian Laurel,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Die Cast,D’Addario XT Light,Paua Abalone & Mother of Pearl,,,,PPS Synthetic Bone,,20,941,362,90,104,600,23 5/8,44.45,1 3/4,Macassar Ebony,,Macassar Ebony,Shadowburst/Gloss,,,,https://alvarezguitars.com/wp-content/uploads/2022/04/LJE95CEARSHB_Front_L_3_4.jpg,https://alvarezguitars.com/guitar/lje95cearshb/
mda66ceshb,Artist Elite Series,,archived,Solid African Mahogany,Solid African Mahogany,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Die Cast Gold w/Ebony Buttons,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Acacia,1.5mm Paua Abalone,,Shadowburst/Gloss,Rosewood,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/MDA66CESHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/mda66ceshb/
gym70ceshb,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Grand Auditorium,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs VTC Element System,Hand Carved FTS2,Ebony Direct Coupled,Ebony with 12th AA Fret Inlay,Real Bone / Tusq™,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1028,402,97,118,648,25 1/2,44,1 23/32,Ivoroid,,,Shadowburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/GYM70CESHB-Left-3-4.jpg,https://alvarezguitars.com/guitar/gym70ceshb/
lj2,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Arched Mahogany,Travel,"Mahogany, 50/50 Semi gloss finish",,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,"Die Cast, Chrome",D'Addario EXP16,,,,,,14th Fret,20,941,362,90,104,600,23 5/8,44.45,1 3/4,Ivory ABS,,,Natural/Satin,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2017/01/LJ2_Front_3_4.jpg,https://alvarezguitars.com/guitar/lj2/
md70bg,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Dreadnought,Satin Finish Mahogany Neck w/Dovetail,,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel,Indian Laurel,Real Bone,Vintage Style Open Gear,D'Addario EXP16,Herringbone & Mother of Pearl,,,,,14th Fret,21,1042,395,100,125,648,25.5,44.45,1 3/4,,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2021/02/MD70BG_Left_3_4-1.jpg,https://alvarezguitars.com/guitar/md70bg/
yairi-fym66hd,Artist Elite Series,,archived,Solid Vintage Honduran Mahogany,Solid Vintage Honduran Mahogany,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish",,Hand Carved FTS2,Ebony Direct Coupled,Ebony / 12th Fret Inlay,Real Bone / Tusq™,Gotoh 510's Gold with Ebony Buttons,,Ebony/12th Fret Inlay,,,,Ebony,14th Fret,20,1017,386,85,107,635,25,44,1 23/32,Ivoroid,,,Natural/Gloss,Ebony,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2018/01/FYM66HD-Left-3-4-1-1-1.jpg,https://alvarezguitars.com/guitar/yairi-fym66hd/
gy70ceshb,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,Grand Auditorium,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FST2,Rosewood Direct Coupled,Rosewood/12th Fret Inlay,Real Bone,Gotoh Chrome,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,648,25 1/2,44,1 23/32,Ivoroid,,,Shadowburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/GY70CESHB-Left-3-4.jpg,https://alvarezguitars.com/guitar/gy70ceshb/
fy70ceshb,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FST2,Rosewood Direct Coupled,Rosewood/12th Fret Inlay,Real Bone,Gotoh Chrome,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1017,386,85,107,635,25,44,1 23/32,Ivoroid,,,Shadowburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/FY70CESHB-Left-3-4.jpg,https://alvarezguitars.com/guitar/fy70ceshb/
fy70ce,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro Bronze,FST2,Rosewood Direct Coupled,Rosewood/12th Fret Inlay,Bone,Gotoh Chrome,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1017,386,89,111,635,25,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2023/12/FY70ce_Left_3-4-3.png,https://alvarezguitars.com/guitar/fy70ce/
yairi-fym60hd,Artist Elite Series,,archived,Solid AAAA Adirondack Spruce,Solid Vintage Honduran Mahogany,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish",,Hand Carved FTS2,Ebony Direct Coupled,Ebony / 12th Fret Inlay,Real Bone / Tusq™,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Ebony/12th Fret Inlay,,,,Ebony,14th Fret,20,1017,386,85,107,635,25,44,1 23/32,Ivoroid,,,Natural/Gloss,Ebony,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2018/01/FYM60HD-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-fym60hd/
md60ebg,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid African Mahogany,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish",LR Baggs VTC Element System,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,"Indian Laurel, 12th Fret Inlay Extended",Real Bone,Nickel Open Gear,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,21,1042,395,100,125,648,25 1/2,44.45,1 3/4,Herringbone,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2018/01/MD60EBG-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/md60ebg/
jym80,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid Flamed Maple,Jumbo,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",,Hand Carved FTS2,Ebony Direct Coupled,Ebony with 12th AA Fret Inlay,Real Bone,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1050,435,100,118,648,25 1/2,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/JYM80-Left-3-4.jpg,https://alvarezguitars.com/guitar/jym80/
md66ce,Artist Elite Series,,archived,Solid African Mahogany,Solid African Mahogany,Dreadnought w/ Cutaway,"Mahogany, 50/50 Semi gloss finish",LR Baggs VTC Element System,FS6 Bracing System w/Asymmetric Tonebars,Bi-Level Indian Laurel,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Die Cast Gold w/Ebony Buttons,D’Addario XT Light,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,21,10423,395,100,124,648,25 1/2,44.45,1 3/4,,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2022/04/MD66CE_Front_Left_3_4.jpg,https://alvarezguitars.com/guitar/md66ce/
mdr70esb,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Dreadnought,Satin Finish Mahogany Neck w/Dovetail,LR Baggs VTC Element System,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel,Indian Laurel,Real Bone,Vintage Style Open Gear,D'Addario EXP16,Mother of Pearl,,,,,12th Fret,21,1010,395,102,112,648,25.5,44.45,1 3/4,,,,Tobacco Sunburst/Gloss,Slotted,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2021/02/MDR70ESB_Left_3_4.jpg,https://alvarezguitars.com/guitar/mdr70esb/
lj2ceshb-2,Artist Elite Series,,archived,Solid A+ Sitka Spruce,African Mahogany,Travel,"Mahogany, 50/50 Semi gloss finish",SYS250 EQ with Backlit Tuner,FSTLJ,Engineered Rosewood,Engineered Rosewood,Real Bone,Chrome Die Cast,D'Addario EXP16,,,,,PPS Synthetic Bone,14th Fret,20,941,362,90,104,600,23 5/8,44.45,1 3/4,Ivory ABS,,,Natural/Satin,,,,https://alvarezguitars.com/wp-content/uploads/2021/02/LJ2CESHB-3_4L.jpg,https://alvarezguitars.com/guitar/lj2ceshb-2/
md60bg,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid African Mahogany,Dreadnought,"One piece mahogany, 50/50 Semi gloss finish",,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,"Indian Laurel, 12th Fret Inlay Extended",Real Bone,Nickel Open Gear,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,21,1042,395,100,124,648,25 1/2,44.45,1 3/4,Herringbone,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2018/01/MD60BG-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/md60bg/
ljp70cearshb,Artist Elite Series,,archived,Solid AA Sitka Spruce,Pau Ferro,Travel,"Mahogany, 50/50 Semi gloss finish",LR Baggs VTC Element System,FS6 Bracing System w/Asymmetric Tonebars,Bi-Level Indian Laurel,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Die Cast,D’Addario XT Light,Paua Abalone & Mother of Pearl,,,,PPS Synthetic Bone,,20,941,362,90,104,600,23 5/8,44.45,1 3/4,Macassar Ebony,,Ebony,Shadowburst/Gloss,,,,https://alvarezguitars.com/wp-content/uploads/2022/04/LJP70CEARSHB_Front_L_3_4.jpg,https://alvarezguitars.com/guitar/ljp70cearshb/
mf60om,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid African Mahogany,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish",,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,"Indian Laurel, 12th Fret Inlay Extended",Real Bone,Nickel Open Gear,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,22,1015,390,96,106,630,24 13/16,44.45,1 3/4,Herringbone,,,Natural/Gloss,,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/MF60OM-Front-3_4.jpg,https://alvarezguitars.com/guitar/mf60om/
mdr70sb,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Dreadnought,Satin Finish Mahogany Neck w/Dovetail,,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel,Indian Laurel,Real Bone,Vintage Style Open Gear,D'Addario EXP16,Mother of Pearl,,,,,12th Fret,21,1010,395,102,112,648,25.5,44.45,1 3/4,,,,Tobacco Sunburst/Gloss,Slotted,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2021/02/MDR70SB_Left_3_4.jpg,https://alvarezguitars.com/guitar/mdr70sb/
mf60ceom,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid African Mahogany,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish",LR Baggs VTC Element System,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,"Indian Laurel, 12th Fret Inlay Extended",Real Bone,Nickel Open Gear,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,22,1015,390,96,106,630,24 13/16,44.45,1 3/4,Herringbone,,,Natural/Gloss,,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/MF60CEOM-Front-3_4.jpg,https://alvarezguitars.com/guitar/mf60ceom/
mfa66ceshb,Artist Elite Series,,archived,Solid African Mahogany,Solid African Mahogany,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast Gold w/Ebony Buttons,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,21,1015,390,96,106,630,24 13/16,44.45,1 3/4,Acacia,1.5mm Paua Abalone,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/MFA66CESHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/mfa66ceshb/
mf70-diamond-shadowburst,Artist Elite Series,,archived,AAA Solid North American Sitka,Solid East Indian Rosewood,OM,African Mahogany,,FS6,Rosewood,Rosewood,Bone,Premium Open Gear,D'Addario XS Light 1253,Premium Abalone,Shadowburst/Gloss,Natural/Gloss,Rosewood,Ebony,14th Fret,21,1015,390,96,108,630,24 13/16,44.45,1 3/4,Ivoroid,,,,Rosewood,,AFC30,https://alvarezguitars.com/wp-content/uploads/2024/12/MF70-Diamond-Shadowburst_Left_3-4.png,https://alvarezguitars.com/guitar/mf70-diamond-shadowburst/
mg66ce,Artist Elite Series,,archived,Solid African Mahogany,Solid African Mahogany,Grand Auditorium w/ Cutaway,"Mahogany, 50/50 Semi gloss finish",LR Baggs VTC Element System,FS6 Bracing System w/Asymmetric Tonebars,Bi-Level Indian Laurel,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Die Cast Gold w/Ebony Buttons,D’Addario XT Light,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,21,1035,404,96,106,648,25 1/2,44.45,1 3/4,,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2022/04/MG66CE_Front_Left_3_4.jpg,https://alvarezguitars.com/guitar/mg66ce/
mf70-diamond-black,Artist Elite Series,,archived,AAA Solid North American Sitka,Solid East Indian Rosewood,OM,African Mahogany,,FS6,Rosewood,Rosewood,Bone,Premium Open Gear,D'Addario XS Light 1253,Premium Abalone,Black/Gloss,Natural/Gloss,Rosewood,Ebony,14th Fret,21,1015,390,96,108,630,24 13/16,44.45,1 3/4,Ivoroid,,,,Rosewood,,AFC30,https://alvarezguitars.com/wp-content/uploads/2024/12/MF70-Diamond-Blacktop_Left_3-4.png,https://alvarezguitars.com/guitar/mf70-diamond-black/
mg60ceshb,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid African Mahogany,Grand Auditorium w/ Cutaway,"Mahogany, 50/50 Semi gloss finish",LR Baggs VTC Element System,FS6 Bracing System w/Asymmetric Tonebars,Bi-Level Rosewood,"Indian Laurel, 12th Fret Inlay",Real Bone,Premium Open Gear Chrome,D’Addario XT Light,Mother of Pearl,,,,Ebony,14th Fret,21,1035,404,96,106,648,25 1/2,44.45,1 3/4,,,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2022/04/MG60CESHB_Front_Left_3_4.jpg,https://alvarezguitars.com/guitar/mg60ceshb/
mfa66shb,Artist Elite Series,,archived,Solid African Mahogany,Solid African Mahogany,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish",,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,"Indian Laurel, 12th Fret Inlay",,Premium Die Cast Gold w/Ebony Buttons,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,Ebony,14th Fret,21,1015,390,96,106,630,24 13/16,44.45,1 3/4,Acacia,1.5mm Paua Abalone,,Shadowburst/Gloss,Rosewood,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/MFA66SHB-Ret_Front-3_4-3.jpg,https://alvarezguitars.com/guitar/mfa66shb/
rt26,Artist Elite Series,,archived,Spruce,African Mahogany,Dreadnought,"Mahogany, Satin finish",,Standard Scalloped X,Techwood,Techwood,PPS Synthetic Bone,"Chrome, Die Cast",Steel,,,,,,14th Fret,20,880,320,80,86,580,22 53/64,43,1 11/16,Ivory ABS,,,Natural/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/RT26_Front_3_4-1.jpg,https://alvarezguitars.com/guitar/rt26/
mpa66eshb,Artist Elite Series,,archived,Solid African Mahogany,Solid African Mahogany,Parlor,"One piece mahogany, 50/50 Semi gloss finish",LR Baggs StagePro EQ and Element Pick Up,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast Gold w/Ebony Buttons,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,Ebony,12th Fret,18,985,359,92,96,610,24,44.45,1 3/4,Acacia,1.5mm Paua Abalone,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2017/01/MPA66ESHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/mpa66eshb/
yairi-wy1,Artist Elite Series,,archived,Solid AA Western Red Cedar,East Indian Rosewood,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FST2,Rosewood Direct Coupled,Rosewood with 12th Abalone Fret Inlay,Real Bone,Gotoh Gold,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1030,400,100,125,635,25,44,1 23/32,Ivoroid,1.5mm Paua Abalone,,Natural/Satin,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2014/01/WY1-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-wy1/
yairi-yb70,Artist Elite Series,,archived,Solid AA Sitka Spruce,East Indian Rosewood,Baritone,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",,FST2,Rosewood Direct Coupled,Rosewood with 12th Abalone Fret Inlay,Real Bone,Gotoh Gold,D’Addario EXP23,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1080,434,102,119,704,27 23/32,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2014/01/YB70-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-yb70/
yairi-pym70,Artist Elite Series,,archived,Solid AAA Sitka Spruce,Solid East Indian Rosewood,Parlor,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",,Hand Carved FTS2,Ebony Direct Coupled,Ebony with 12th AA Fret Inlay,Real Bone / Tusq™,Gotoh 510's Gold with Ebony Buttons,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,12th Fret,20,967,360,84,107,610,24,44,1 23/32,Ivoroid,,,Natural/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2019/01/PYM70-Left-3-4.jpg,https://alvarezguitars.com/guitar/yairi-pym70/
mpa66shb,Artist Elite Series,,archived,Solid African Mahogany,Solid African Mahogany,Parlor,"One piece mahogany, 50/50 Semi gloss finish",,"FS6 Forward Shifted, Tapered Tone Bars",Bi-Level Indian Laurel/Rosewood,Indian Laurel/Rosewood w/12th Fret Inlay,Real Bone,Premium Die Cast Gold w/Ebony Buttons,D'Addario EXP16,Paua Abalone & Mother of Pearl,,,,Ebony,12th Fret,18,985,359,92,96,610,24,44.45,1 3/4,Acacia,1.5mm Paua Abalone,,Shadowburst/Gloss,,Dovetail,,https://alvarezguitars.com/wp-content/uploads/2014/01/MPA66SHB-Front-3_4-2.jpg,https://alvarezguitars.com/guitar/mpa66shb/
wy1ts,Artist Elite Series,,archived,Solid AA Western Red Cedar,East Indian Rosewood,Folk/OM,"One piece mahogany, 50/50 Semi gloss finish, Extended neck joint",LR Baggs StagePro EQ and Element Pick Up,FTS2M,Rosewood Direct Coupled,Rosewood with 12th Abalone Fret Inlay,Real Bone,Gotoh Gold,D'Addario EXP16,Abalone & Mother of Pearl,,,,Ebony,14th Fret,20,1010,386,100,117,635,25,44,1 23/32,Ivoroid,1.5mm Paua Abalone,,Sunburst/Gloss,Rosewood,"Dovetail, Extended Neck Joint",,https://alvarezguitars.com/wp-content/uploads/2014/01/WY1TS-Left-3-4.jpg,https://alvarezguitars.com/guitar/wy1ts/
